id,country,pop,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
3083,Laos,7481023,LAO,2021-09-12,,,,,,16070.0,,,,,2178.0,17695.0,0.24
3084,Laos,7481023,LAO,2021-09-13,,,,,,17303.0,,,,,2345.0,19298.0,0.262
3085,Laos,7481023,LAO,2021-09-14,,,,,,18536.0,,,,,2512.0,20900.0,0.283
3086,Laos,7481023,LAO,2021-09-15,,,,,,18536.0,,,,,2512.0,20067.0,0.272
3087,Laos,7481023,LAO,2021-09-16,,,,,,18536.0,,,,,2512.0,19233.0,0.261
3088,Laos,7481023,LAO,2021-09-17,,,,,,18536.0,,,,,2512.0,18399.0,0.249
3089,Laos,7481023,LAO,2021-09-18,,,,,,18536.0,,,,,2512.0,18575.0,0.252
3090,Laos,7481023,LAO,2021-09-19,,2799549.0,1909360.0,,,18536.0,,37.94,25.87,,2512.0,18575.0,0.252
3091,Laos,7481023,LAO,2021-09-20,,,,,,18536.0,,,,,2512.0,18314.0,0.248
3092,Laos,7481023,LAO,2021-09-21,,,,,,18536.0,,,,,2512.0,18053.0,0.245
3093,Laos,7481023,LAO,2021-09-22,,,,,,18536.0,,,,,2512.0,17792.0,0.241
3094,Laos,7481023,LAO,2021-09-23,,,,,,18536.0,,,,,2512.0,17530.0,0.238
3095,Laos,7481023,LAO,2021-09-24,,,,,,18536.0,,,,,2512.0,17269.0,0.234
3096,Laos,7481023,LAO,2021-09-25,,,,,,18536.0,,,,,2512.0,17008.0,0.23
3097,Laos,7481023,LAO,2021-09-26,,,,,,18536.0,,,,,2512.0,16747.0,0.227
3098,Laos,7481023,LAO,2021-09-27,,,,,,18536.0,,,,,2512.0,16747.0,0.227
3099,Laos,7481023,LAO,2021-09-28,,,,,,18536.0,,,,,2512.0,16747.0,0.227
3100,Laos,7481023,LAO,2021-09-29,,,,,,18536.0,,,,,2512.0,16747.0,0.227
3101,Laos,7481023,LAO,2021-09-30,,2983763.0,2080368.0,,,18536.0,,40.43,28.19,,2512.0,16747.0,0.227
3102,Laos,7481023,LAO,2021-10-01,,,,,,18536.0,,,,,2512.0,15535.0,0.211
3103,Laos,7481023,LAO,2021-10-02,,,,,,18536.0,,,,,2512.0,14322.0,0.194
3104,Laos,7481023,LAO,2021-10-03,,,,,,18536.0,,,,,2512.0,13110.0,0.178
3105,Laos,7481023,LAO,2021-10-04,,,,,,18536.0,,,,,2512.0,11898.0,0.161
3106,Laos,7481023,LAO,2021-10-05,,,,,,18536.0,,,,,2512.0,10686.0,0.145
3107,Laos,7481023,LAO,2021-10-06,,,,,,18536.0,,,,,2512.0,9474.0,0.128
3108,Laos,7481023,LAO,2021-10-07,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3109,Laos,7481023,LAO,2021-10-08,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3110,Laos,7481023,LAO,2021-10-09,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3111,Laos,7481023,LAO,2021-10-10,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3112,Laos,7481023,LAO,2021-10-11,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3113,Laos,7481023,LAO,2021-10-12,,,,,,18536.0,,,,,2512.0,8261.0,0.112
3114,Laos,7481023,LAO,2021-10-13,,3091161.0,2343258.0,,,18536.0,,41.89,31.75,,2512.0,8261.0,0.112
3115,Laos,7481023,LAO,2021-10-14,,,,,,18536.0,,,,,2512.0,8634.0,0.117
3116,Laos,7481023,LAO,2021-10-15,,,,,,18536.0,,,,,2512.0,9006.0,0.122
3117,Laos,7481023,LAO,2021-10-16,,,,,,18536.0,,,,,2512.0,9379.0,0.127
3118,Laos,7481023,LAO,2021-10-17,,,,,,18536.0,,,,,2512.0,9751.0,0.132
3119,Laos,7481023,LAO,2021-10-18,,,,,,18536.0,,,,,2512.0,10124.0,0.137
3120,Laos,7481023,LAO,2021-10-19,,,,,,18536.0,,,,,2512.0,10496.0,0.142
3121,Laos,7481023,LAO,2021-10-20,,,,,,18536.0,,,,,2512.0,10869.0,0.147
3122,Laos,7481023,LAO,2021-10-21,,3178111.0,2698846.0,,,18536.0,,43.07,36.57,,2512.0,10869.0,0.147
3123,Laos,7481023,LAO,2021-10-22,,,,,,18536.0,,,,,2512.0,10823.0,0.147
3124,Laos,7481023,LAO,2021-10-23,,,,,,18536.0,,,,,2512.0,10778.0,0.146
3125,Laos,7481023,LAO,2021-10-24,,,,,,18536.0,,,,,2512.0,10732.0,0.145
3126,Laos,7481023,LAO,2021-10-25,,,,,,18536.0,,,,,2512.0,10686.0,0.145
3127,Laos,7481023,LAO,2021-10-26,,,,,,18536.0,,,,,2512.0,10641.0,0.144
3128,Laos,7481023,LAO,2021-10-27,,,,,,18536.0,,,,,2512.0,10595.0,0.144
3129,Laos,7481023,LAO,2021-10-28,,3251958.0,2776646.0,,,18536.0,,44.07,37.63,,2512.0,10550.0,0.143
3130,Laos,7481023,LAO,2021-10-29,,,,,,18536.0,,,,,2512.0,11750.0,0.159
3131,Laos,7481023,LAO,2021-10-30,,,,,,18536.0,,,,,2512.0,12951.0,0.176
3132,Laos,7481023,LAO,2021-10-31,,,,,,18536.0,,,,,2512.0,14151.0,0.192
3133,Laos,7481023,LAO,2021-11-01,,,,,,18536.0,,,,,2512.0,15352.0,0.208
3134,Laos,7481023,LAO,2021-11-02,,,,,,18536.0,,,,,2512.0,16552.0,0.224
3135,Laos,7481023,LAO,2021-11-03,,,,,,18536.0,,,,,2512.0,17753.0,0.241
3136,Laos,7481023,LAO,2021-11-04,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3137,Laos,7481023,LAO,2021-11-05,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3138,Laos,7481023,LAO,2021-11-06,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3139,Laos,7481023,LAO,2021-11-07,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3140,Laos,7481023,LAO,2021-11-08,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3141,Laos,7481023,LAO,2021-11-09,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3142,Laos,7481023,LAO,2021-11-10,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3143,Laos,7481023,LAO,2021-11-11,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3144,Laos,7481023,LAO,2021-11-12,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3145,Laos,7481023,LAO,2021-11-13,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3146,Laos,7481023,LAO,2021-11-14,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3147,Laos,7481023,LAO,2021-11-15,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3148,Laos,7481023,LAO,2021-11-16,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3149,Laos,7481023,LAO,2021-11-17,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3150,Laos,7481023,LAO,2021-11-18,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3151,Laos,7481023,LAO,2021-11-19,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3152,Laos,7481023,LAO,2021-11-20,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3153,Laos,7481023,LAO,2021-11-21,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3154,Laos,7481023,LAO,2021-11-22,,,,,,18536.0,,,,,2512.0,18953.0,0.257
3155,Laos,7481023,LAO,2021-11-23,5830021.0,3744740.0,3099003.0,,,18536.0,79.0,50.75,42.0,,2512.0,18953.0,0.257
3156,Laos,7481023,LAO,2021-11-24,,,,,,20935.0,,,,,2837.0,19192.0,0.26
3157,Laos,7481023,LAO,2021-11-25,,,,,,23335.0,,,,,3162.0,19432.0,0.263
3158,Laos,7481023,LAO,2021-11-26,,,,,,25735.0,,,,,3487.0,19671.0,0.267
3159,Laos,7481023,LAO,2021-11-27,,,,,,28135.0,,,,,3813.0,19910.0,0.27
3160,Laos,7481023,LAO,2021-11-28,,,,,,30534.0,,,,,4138.0,20149.0,0.273
3161,Laos,7481023,LAO,2021-11-29,,,,,,32934.0,,,,,4463.0,20389.0,0.276
3162,Laos,7481023,LAO,2021-11-30,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3163,Laos,7481023,LAO,2021-12-01,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3164,Laos,7481023,LAO,2021-12-02,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3165,Laos,7481023,LAO,2021-12-03,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3166,Laos,7481023,LAO,2021-12-04,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3167,Laos,7481023,LAO,2021-12-05,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3168,Laos,7481023,LAO,2021-12-06,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3169,Laos,7481023,LAO,2021-12-07,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3170,Laos,7481023,LAO,2021-12-08,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3171,Laos,7481023,LAO,2021-12-09,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3172,Laos,7481023,LAO,2021-12-10,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3173,Laos,7481023,LAO,2021-12-11,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3174,Laos,7481023,LAO,2021-12-12,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3175,Laos,7481023,LAO,2021-12-13,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3176,Laos,7481023,LAO,2021-12-14,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3177,Laos,7481023,LAO,2021-12-15,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3178,Laos,7481023,LAO,2021-12-16,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3179,Laos,7481023,LAO,2021-12-17,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3180,Laos,7481023,LAO,2021-12-18,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3181,Laos,7481023,LAO,2021-12-19,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3182,Laos,7481023,LAO,2021-12-20,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3183,Laos,7481023,LAO,2021-12-21,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3184,Laos,7481023,LAO,2021-12-22,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3185,Laos,7481023,LAO,2021-12-23,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3186,Laos,7481023,LAO,2021-12-24,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3187,Laos,7481023,LAO,2021-12-25,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3188,Laos,7481023,LAO,2021-12-26,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3189,Laos,7481023,LAO,2021-12-27,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3190,Laos,7481023,LAO,2021-12-28,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3191,Laos,7481023,LAO,2021-12-29,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3192,Laos,7481023,LAO,2021-12-30,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3193,Laos,7481023,LAO,2021-12-31,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3194,Laos,7481023,LAO,2022-01-01,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3195,Laos,7481023,LAO,2022-01-02,,,,,,35334.0,,,,,4788.0,20628.0,0.28
3196,Laos,7481023,LAO,2022-01-03,,4590479.0,3643020.0,,,35334.0,,62.21,49.37,,4788.0,20628.0,0.28
3197,Laos,7481023,LAO,2022-01-04,,,,,,35334.0,,,,,4788.0,18281.0,0.248
3198,Laos,7481023,LAO,2022-01-05,,,,,,35334.0,,,,,4788.0,15934.0,0.216
3199,Laos,7481023,LAO,2022-01-06,,,,,,35334.0,,,,,4788.0,13587.0,0.184
3200,Laos,7481023,LAO,2022-01-07,,,,,,35334.0,,,,,4788.0,11240.0,0.152
3201,Laos,7481023,LAO,2022-01-08,,,,,,35334.0,,,,,4788.0,8894.0,0.121
3202,Laos,7481023,LAO,2022-01-09,,,,,,35334.0,,,,,4788.0,6547.0,0.089
3203,Laos,7481023,LAO,2022-01-10,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3204,Laos,7481023,LAO,2022-01-11,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3205,Laos,7481023,LAO,2022-01-12,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3206,Laos,7481023,LAO,2022-01-13,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3207,Laos,7481023,LAO,2022-01-14,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3208,Laos,7481023,LAO,2022-01-15,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3209,Laos,7481023,LAO,2022-01-16,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3210,Laos,7481023,LAO,2022-01-17,,,,,,35334.0,,,,,4788.0,4200.0,0.057
3211,Laos,7481023,LAO,2022-01-18,7808722.0,4653477.0,3835288.0,,,35334.0,105.82,63.06,51.97,,4788.0,4200.0,0.057
3212,Laos,7481023,LAO,2022-01-19,,,,,,37150.0,,,,,5034.0,4510.0,0.061
3213,Laos,7481023,LAO,2022-01-20,,,,,,38966.0,,,,,5280.0,4819.0,0.065
3214,Laos,7481023,LAO,2022-01-21,,,,,,40783.0,,,,,5527.0,5129.0,0.07
3215,Laos,7481023,LAO,2022-01-22,,,,,,42599.0,,,,,5773.0,5439.0,0.074
3216,Laos,7481023,LAO,2022-01-23,,,,,,44415.0,,,,,6019.0,5749.0,0.078
3217,Laos,7481023,LAO,2022-01-24,,,,,,46231.0,,,,,6265.0,6059.0,0.082
3218,Laos,7481023,LAO,2022-01-25,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3219,Laos,7481023,LAO,2022-01-26,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3220,Laos,7481023,LAO,2022-01-27,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3221,Laos,7481023,LAO,2022-01-28,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3222,Laos,7481023,LAO,2022-01-29,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3223,Laos,7481023,LAO,2022-01-30,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3224,Laos,7481023,LAO,2022-01-31,,,,,,48048.0,,,,,6511.0,6368.0,0.086
3291,Singapore,5943546,SGP,2020-12-30,124.0,124.0,,,,,0.0,0.0,,,,,
3292,Singapore,5943546,SGP,2020-12-31,130.0,130.0,,,6.0,6.0,0.0,0.0,,,1.0,6.0,0.0
3293,Singapore,5943546,SGP,2021-01-01,136.0,136.0,,,6.0,6.0,0.0,0.0,,,1.0,6.0,0.0
3294,Singapore,5943546,SGP,2021-01-02,140.0,140.0,,,4.0,5.0,0.0,0.0,,,1.0,5.0,0.0
3295,Singapore,5943546,SGP,2021-01-03,148.0,148.0,,,8.0,6.0,0.0,0.0,,,1.0,6.0,0.0
3296,Singapore,5943546,SGP,2021-01-04,173.0,173.0,,,25.0,10.0,0.0,0.0,,,2.0,10.0,0.0
3297,Singapore,5943546,SGP,2021-01-05,187.0,185.0,2.0,,14.0,10.0,0.0,0.0,0.0,,2.0,10.0,0.0
3298,Singapore,5943546,SGP,2021-01-06,200.0,196.0,4.0,,13.0,11.0,0.0,0.0,0.0,,2.0,10.0,0.0
3299,Singapore,5943546,SGP,2021-01-07,217.0,211.0,6.0,,17.0,12.0,0.0,0.0,0.0,,2.0,12.0,0.0
3300,Singapore,5943546,SGP,2021-01-08,949.0,940.0,9.0,,732.0,116.0,0.02,0.02,0.0,,21.0,115.0,0.002
3301,Singapore,5943546,SGP,2021-01-09,1350.0,1339.0,11.0,,401.0,173.0,0.02,0.02,0.0,,32.0,171.0,0.003
3302,Singapore,5943546,SGP,2021-01-10,1462.0,1451.0,11.0,,112.0,188.0,0.03,0.03,0.0,,34.0,186.0,0.003
3303,Singapore,5943546,SGP,2021-01-11,3546.0,3533.0,13.0,,2084.0,482.0,0.07,0.06,0.0,,88.0,480.0,0.009
3304,Singapore,5943546,SGP,2021-01-12,6353.0,6338.0,15.0,,2807.0,881.0,0.12,0.12,0.0,,162.0,879.0,0.016
3305,Singapore,5943546,SGP,2021-01-13,10447.0,10431.0,16.0,,4094.0,1464.0,0.19,0.19,0.0,,268.0,1462.0,0.027
3306,Singapore,5943546,SGP,2021-01-14,15234.0,15217.0,17.0,,4787.0,2145.0,0.28,0.28,0.0,,393.0,2144.0,0.039
3307,Singapore,5943546,SGP,2021-01-15,20605.0,20585.0,20.0,,5371.0,2808.0,0.38,0.38,0.0,,515.0,2806.0,0.051
3308,Singapore,5943546,SGP,2021-01-16,22344.0,22322.0,22.0,,1739.0,2999.0,0.41,0.41,0.0,,550.0,2998.0,0.055
3309,Singapore,5943546,SGP,2021-01-17,22992.0,22967.0,25.0,,648.0,3076.0,0.42,0.42,0.0,,564.0,3074.0,0.056
3310,Singapore,5943546,SGP,2021-01-18,30524.0,30498.0,26.0,,7532.0,3854.0,0.56,0.56,0.0,,707.0,3852.0,0.071
3311,Singapore,5943546,SGP,2021-01-19,38774.0,38740.0,34.0,,8250.0,4632.0,0.71,0.71,0.0,,849.0,4629.0,0.085
3312,Singapore,5943546,SGP,2021-01-20,48006.0,47932.0,74.0,,9232.0,5366.0,0.88,0.88,0.0,,984.0,5357.0,0.098
3313,Singapore,5943546,SGP,2021-01-21,55497.0,55420.0,77.0,,7491.0,5752.0,1.02,1.02,0.0,,1055.0,5743.0,0.105
3314,Singapore,5943546,SGP,2021-01-22,63279.0,63200.0,79.0,,7782.0,6096.0,1.16,1.16,0.0,,1118.0,6088.0,0.112
3315,Singapore,5943546,SGP,2021-01-23,68057.0,67975.0,82.0,,4778.0,6530.0,1.25,1.25,0.0,,1197.0,6522.0,0.12
3316,Singapore,5943546,SGP,2021-01-24,72560.0,72476.0,84.0,,4503.0,7081.0,1.33,1.33,0.0,,1298.0,7073.0,0.13
3317,Singapore,5943546,SGP,2021-01-25,84613.0,84513.0,100.0,,12053.0,7727.0,1.55,1.55,0.0,,1417.0,7716.0,0.141
3318,Singapore,5943546,SGP,2021-01-26,97247.0,97138.0,109.0,,12634.0,8353.0,1.78,1.78,0.0,,1532.0,8343.0,0.153
3319,Singapore,5943546,SGP,2021-01-27,111146.0,111030.0,116.0,,13899.0,9020.0,2.04,2.04,0.0,,1654.0,9014.0,0.165
3320,Singapore,5943546,SGP,2021-01-28,125708.0,125574.0,134.0,,14562.0,10030.0,2.31,2.3,0.0,,1839.0,10022.0,0.184
3321,Singapore,5943546,SGP,2021-01-29,140460.0,139603.0,857.0,,14752.0,11026.0,2.58,2.56,0.02,,2022.0,10915.0,0.2
3322,Singapore,5943546,SGP,2021-01-30,147944.0,146758.0,1186.0,,7484.0,11412.0,2.71,2.69,0.02,,2093.0,11255.0,0.206
3323,Singapore,5943546,SGP,2021-01-31,153705.0,152391.0,1314.0,,5761.0,11592.0,2.82,2.79,0.02,,2126.0,11416.0,0.209
3324,Singapore,5943546,SGP,2021-02-01,164865.0,161445.0,3420.0,,11160.0,11465.0,3.02,2.96,0.06,,2102.0,10990.0,0.202
3325,Singapore,5943546,SGP,2021-02-02,177009.0,171076.0,5933.0,,12144.0,11395.0,3.25,3.14,0.11,,2089.0,10563.0,0.194
3326,Singapore,5943546,SGP,2021-02-03,192198.0,182537.0,9661.0,,15189.0,11579.0,3.52,3.35,0.18,,2123.0,10215.0,0.187
3327,Singapore,5943546,SGP,2021-02-04,205337.0,191262.0,14075.0,,13139.0,11376.0,3.77,3.51,0.26,,2086.0,9384.0,0.172
3328,Singapore,5943546,SGP,2021-02-05,220029.0,200692.0,19337.0,,14692.0,11367.0,4.03,3.68,0.35,,2084.0,8727.0,0.16
3329,Singapore,5943546,SGP,2021-02-06,226034.0,205026.0,21008.0,,6005.0,11156.0,4.14,3.76,0.39,,2046.0,8324.0,0.153
3330,Singapore,5943546,SGP,2021-02-07,228981.0,207294.0,21687.0,,2947.0,10754.0,4.2,3.8,0.4,,1972.0,7843.0,0.144
3331,Singapore,5943546,SGP,2021-02-08,240526.0,211256.0,29270.0,,11545.0,10809.0,4.41,3.87,0.54,,1982.0,7116.0,0.13
3332,Singapore,5943546,SGP,2021-02-09,252429.0,214836.0,37593.0,,11903.0,10774.0,4.63,3.94,0.69,,1976.0,6251.0,0.115
3333,Singapore,5943546,SGP,2021-02-10,264559.0,217808.0,46751.0,,12130.0,10337.0,4.85,3.99,0.86,,1895.0,5039.0,0.092
3334,Singapore,5943546,SGP,2021-02-11,268897.0,219158.0,49739.0,,4338.0,9080.0,4.93,4.02,0.91,,1665.0,3985.0,0.073
3335,Singapore,5943546,SGP,2021-02-12,268921.0,219175.0,49746.0,,24.0,6985.0,4.93,4.02,0.91,,1281.0,2640.0,0.048
3336,Singapore,5943546,SGP,2021-02-13,268937.0,219185.0,49752.0,,16.0,6129.0,4.93,4.02,0.91,,1124.0,2023.0,0.037
3337,Singapore,5943546,SGP,2021-02-14,273430.0,219699.0,53731.0,,4493.0,6350.0,5.01,4.03,0.99,,1164.0,1772.0,0.032
3338,Singapore,5943546,SGP,2021-02-15,285541.0,220819.0,64722.0,,12111.0,6431.0,5.24,4.05,1.19,,1179.0,1366.0,0.025
3339,Singapore,5943546,SGP,2021-02-16,301995.0,223116.0,78879.0,,16454.0,7081.0,5.54,4.09,1.45,,1298.0,1183.0,0.022
3340,Singapore,5943546,SGP,2021-02-17,320968.0,226451.0,94517.0,,18973.0,8058.0,5.89,4.15,1.73,,1478.0,1235.0,0.023
3341,Singapore,5943546,SGP,2021-02-18,339652.0,230675.0,108977.0,,18684.0,10108.0,6.23,4.23,2.0,,1853.0,1645.0,0.03
3342,Singapore,5943546,SGP,2021-02-19,359859.0,236427.0,123432.0,,20207.0,12991.0,6.6,4.34,2.26,,2382.0,2465.0,0.045
3343,Singapore,5943546,SGP,2021-02-20,371352.0,240242.0,131110.0,,11493.0,14631.0,6.81,4.41,2.4,,2683.0,3008.0,0.055
3344,Singapore,5943546,SGP,2021-02-21,379371.0,242270.0,137101.0,,8019.0,15134.0,6.96,4.44,2.51,,2775.0,3224.0,0.059
3345,Singapore,5943546,SGP,2021-02-22,397412.0,248486.0,148926.0,,18041.0,15982.0,7.29,4.56,2.73,,2931.0,3952.0,0.072
3346,Singapore,5943546,SGP,2021-02-23,417560.0,256629.0,160931.0,,20148.0,16509.0,7.66,4.71,2.95,,3027.0,4788.0,0.088
3347,Singapore,5943546,SGP,2021-02-24,437059.0,264253.0,172806.0,,19499.0,16584.0,8.01,4.85,3.17,,3041.0,5400.0,0.099
3348,Singapore,5943546,SGP,2021-02-25,455792.0,272905.0,182887.0,,18733.0,16591.0,8.36,5.0,3.35,,3042.0,6033.0,0.111
3349,Singapore,5943546,SGP,2021-02-26,476790.0,283004.0,193786.0,,20998.0,16704.0,8.74,5.19,3.55,,3063.0,6654.0,0.122
3350,Singapore,5943546,SGP,2021-02-27,490755.0,291413.0,199342.0,,13965.0,17058.0,9.0,5.34,3.66,,3128.0,7310.0,0.134
3351,Singapore,5943546,SGP,2021-02-28,499542.0,297586.0,201956.0,,8787.0,17167.0,9.16,5.46,3.7,,3148.0,7902.0,0.145
3352,Singapore,5943546,SGP,2021-03-01,512651.0,307292.0,205359.0,,13109.0,16463.0,9.4,5.63,3.77,,3019.0,8401.0,0.154
3353,Singapore,5943546,SGP,2021-03-02,526030.0,317220.0,208810.0,,13379.0,15496.0,9.65,5.82,3.83,,2841.0,8656.0,0.159
3354,Singapore,5943546,SGP,2021-03-03,539864.0,328231.0,211633.0,,13834.0,14686.0,9.9,6.02,3.88,,2693.0,9140.0,0.168
3355,Singapore,5943546,SGP,2021-03-04,553789.0,340415.0,213374.0,,13925.0,14000.0,10.15,6.24,3.91,,2567.0,9644.0,0.177
3356,Singapore,5943546,SGP,2021-03-05,568235.0,353918.0,214317.0,,14446.0,13064.0,10.42,6.49,3.93,,2395.0,10131.0,0.186
3357,Singapore,5943546,SGP,2021-03-06,577641.0,362666.0,214975.0,,9406.0,12412.0,10.59,6.65,3.94,,2276.0,10179.0,0.187
3358,Singapore,5943546,SGP,2021-03-07,582875.0,367468.0,215407.0,,5234.0,11905.0,10.69,6.74,3.95,,2183.0,9983.0,0.183
3359,Singapore,5943546,SGP,2021-03-08,597945.0,381052.0,216893.0,,15070.0,12185.0,10.96,6.99,3.98,,2234.0,10537.0,0.193
3360,Singapore,5943546,SGP,2021-03-09,616692.0,397846.0,218846.0,,18747.0,12952.0,11.31,7.3,4.01,,2375.0,11518.0,0.211
3361,Singapore,5943546,SGP,2021-03-10,638444.0,416795.0,221649.0,,21752.0,14083.0,11.71,7.64,4.06,,2582.0,12652.0,0.232
3362,Singapore,5943546,SGP,2021-03-11,664124.0,439052.0,225072.0,,25680.0,15762.0,12.18,8.05,4.13,,2890.0,14091.0,0.258
3363,Singapore,5943546,SGP,2021-03-12,693961.0,463955.0,230006.0,,29837.0,17961.0,12.72,8.51,4.22,,3293.0,15720.0,0.288
3364,Singapore,5943546,SGP,2021-03-13,721373.0,487906.0,233467.0,,27412.0,20533.0,13.23,8.95,4.28,,3765.0,17891.0,0.328
3365,Singapore,5943546,SGP,2021-03-14,743521.0,508238.0,235283.0,,22148.0,22949.0,13.63,9.32,4.31,,4208.0,20110.0,0.369
3366,Singapore,5943546,SGP,2021-03-15,777307.0,536002.0,241305.0,,33786.0,25623.0,14.25,9.83,4.42,,4698.0,22136.0,0.406
3367,Singapore,5943546,SGP,2021-03-16,813690.0,565149.0,248541.0,,36383.0,28143.0,14.92,10.36,4.56,,5160.0,23900.0,0.438
3368,Singapore,5943546,SGP,2021-03-17,854750.0,598594.0,256156.0,,41060.0,30901.0,15.67,10.98,4.7,,5666.0,25971.0,0.476
3369,Singapore,5943546,SGP,2021-03-18,895655.0,631728.0,263927.0,,40905.0,33076.0,16.42,11.58,4.84,,6065.0,27525.0,0.505
3370,Singapore,5943546,SGP,2021-03-19,941825.0,668244.0,273581.0,,46170.0,35409.0,17.27,12.25,5.02,,6493.0,29184.0,0.535
3371,Singapore,5943546,SGP,2021-03-20,980318.0,698352.0,281966.0,,38493.0,36992.0,17.98,12.81,5.17,,6783.0,30064.0,0.551
3372,Singapore,5943546,SGP,2021-03-21,1013367.0,725705.0,287662.0,,33049.0,38549.0,18.58,13.31,5.27,,7069.0,31067.0,0.57
3373,Singapore,5943546,SGP,2021-03-22,1054008.0,756259.0,297749.0,,40641.0,39529.0,19.33,13.87,5.46,,7248.0,31465.0,0.577
3374,Singapore,5943546,SGP,2021-03-23,1091728.0,784204.0,307524.0,,37720.0,39720.0,20.02,14.38,5.64,,7283.0,31294.0,0.574
3375,Singapore,5943546,SGP,2021-03-24,1126064.0,807823.0,318241.0,,34336.0,38759.0,20.65,14.81,5.84,,7107.0,29890.0,0.548
3376,Singapore,5943546,SGP,2021-03-25,1159170.0,828717.0,330453.0,,33106.0,37645.0,21.26,15.2,6.06,,6903.0,28141.0,0.516
3377,Singapore,5943546,SGP,2021-03-26,1196354.0,851560.0,344794.0,,37184.0,36361.0,21.94,15.61,6.32,,6667.0,26188.0,0.48
3378,Singapore,5943546,SGP,2021-03-27,1228042.0,874445.0,353597.0,,31688.0,35389.0,22.52,16.03,6.48,,6489.0,25156.0,0.461
