id,country,pop,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
0,Indonesia,279134505,IDN,2021-01-12,0.0,0.0,,,,,0.0,0.0,,,,,
1,Indonesia,279134505,IDN,2021-01-13,,,,,,13200.0,,,,,48.0,13200.0,0.005
2,Indonesia,279134505,IDN,2021-01-14,,,,,,13200.0,,,,,48.0,13200.0,0.005
3,Indonesia,279134505,IDN,2021-01-15,,,,,,13200.0,,,,,48.0,13200.0,0.005
4,Indonesia,279134505,IDN,2021-01-16,,,,,,13200.0,,,,,48.0,13200.0,0.005
5,Indonesia,279134505,IDN,2021-01-17,,,,,,13200.0,,,,,48.0,13200.0,0.005
6,Indonesia,279134505,IDN,2021-01-18,,,,,,13200.0,,,,,48.0,13200.0,0.005
7,Indonesia,279134505,IDN,2021-01-19,,,,,,13200.0,,,,,48.0,13200.0,0.005
8,Indonesia,279134505,IDN,2021-01-20,,,,,,13200.0,,,,,48.0,13200.0,0.005
9,Indonesia,279134505,IDN,2021-01-21,,,,,,13200.0,,,,,48.0,13200.0,0.005
10,Indonesia,279134505,IDN,2021-01-22,132000.0,132000.0,,,,13200.0,0.05,0.05,,,48.0,13200.0,0.005
11,Indonesia,279134505,IDN,2021-01-23,,,,,,12546.0,,,,,45.0,12546.0,0.005
12,Indonesia,279134505,IDN,2021-01-24,149242.0,149242.0,,,,11892.0,0.05,0.05,,,43.0,11892.0,0.004
13,Indonesia,279134505,IDN,2021-01-25,161959.0,161959.0,,,12717.0,11823.0,0.06,0.06,,,43.0,11823.0,0.004
14,Indonesia,279134505,IDN,2021-01-26,245685.0,245685.0,,,83726.0,21898.0,0.09,0.09,,,79.0,21898.0,0.008
15,Indonesia,279134505,IDN,2021-01-27,308003.0,308003.0,,,62318.0,28915.0,0.11,0.11,,,105.0,28915.0,0.01
16,Indonesia,279134505,IDN,2021-01-28,373786.0,368318.0,5468.0,,65783.0,36427.0,0.14,0.13,0.0,,132.0,35645.0,0.013
17,Indonesia,279134505,IDN,2021-01-29,416299.0,405012.0,11287.0,,42513.0,40614.0,0.15,0.15,0.0,,147.0,39002.0,0.014
18,Indonesia,279134505,IDN,2021-01-30,502955.0,482145.0,20810.0,,86656.0,51762.0,0.18,0.17,0.01,,187.0,48789.0,0.018
19,Indonesia,279134505,IDN,2021-01-31,515681.0,493133.0,22548.0,,12726.0,52348.0,0.19,0.18,0.01,,189.0,49127.0,0.018
20,Indonesia,279134505,IDN,2021-02-01,574938.0,539532.0,35406.0,,59257.0,58997.0,0.21,0.2,0.01,,213.0,53939.0,0.02
21,Indonesia,279134505,IDN,2021-02-02,648259.0,596260.0,51999.0,,73321.0,57511.0,0.23,0.22,0.02,,208.0,50082.0,0.018
22,Indonesia,279134505,IDN,2021-02-03,717647.0,646026.0,71621.0,,69388.0,58521.0,0.26,0.23,0.03,,212.0,48289.0,0.017
23,Indonesia,279134505,IDN,2021-02-04,796819.0,700266.0,96553.0,,79172.0,60433.0,0.29,0.25,0.03,,219.0,47421.0,0.017
24,Indonesia,279134505,IDN,2021-02-05,865609.0,744884.0,120725.0,,68790.0,64187.0,0.31,0.27,0.04,,232.0,48553.0,0.018
25,Indonesia,279134505,IDN,2021-02-06,914303.0,777096.0,137207.0,,48694.0,58764.0,0.33,0.28,0.05,,213.0,42136.0,0.015
26,Indonesia,279134505,IDN,2021-02-07,923449.0,784318.0,139131.0,,9146.0,58253.0,0.33,0.28,0.05,,211.0,41598.0,0.015
27,Indonesia,279134505,IDN,2021-02-08,985855.0,814585.0,171270.0,,62406.0,58702.0,0.36,0.29,0.06,,212.0,39293.0,0.014
28,Indonesia,279134505,IDN,2021-02-09,1066860.0,845407.0,221453.0,,81005.0,59800.0,0.39,0.31,0.08,,216.0,35592.0,0.013
29,Indonesia,279134505,IDN,2021-02-10,1248797.0,969546.0,279251.0,,181937.0,75879.0,0.45,0.35,0.1,,275.0,46217.0,0.017
30,Indonesia,279134505,IDN,2021-02-11,1362791.0,1017186.0,345605.0,,113994.0,80853.0,0.49,0.37,0.13,,293.0,45274.0,0.016
31,Indonesia,279134505,IDN,2021-02-12,,,,,,79099.0,,,,,286.0,41982.0,0.015
32,Indonesia,279134505,IDN,2021-02-13,1475812.0,1060326.0,415486.0,,,80216.0,0.53,0.38,0.15,,290.0,40461.0,0.015
33,Indonesia,279134505,IDN,2021-02-14,1494325.0,1068747.0,425578.0,,18513.0,81554.0,0.54,0.39,0.15,,295.0,40633.0,0.015
34,Indonesia,279134505,IDN,2021-02-15,1578720.0,1096095.0,482625.0,,84395.0,84695.0,0.57,0.4,0.17,,306.0,40216.0,0.015
35,Indonesia,279134505,IDN,2021-02-16,1658110.0,1120963.0,537147.0,,79390.0,84464.0,0.6,0.41,0.19,,306.0,39365.0,0.014
36,Indonesia,279134505,IDN,2021-02-17,1747267.0,1149939.0,597328.0,,89157.0,71210.0,0.63,0.42,0.22,,258.0,25770.0,0.009
37,Indonesia,279134505,IDN,2021-02-18,1787976.0,1164144.0,623832.0,,40709.0,60741.0,0.65,0.42,0.23,,220.0,20994.0,0.008
38,Indonesia,279134505,IDN,2021-02-19,,,,,,64721.0,,,,,234.0,22194.0,0.008
39,Indonesia,279134505,IDN,2021-02-20,1956725.0,1224091.0,732634.0,,,68702.0,0.71,0.44,0.27,,249.0,23395.0,0.008
40,Indonesia,279134505,IDN,2021-02-21,,,,,,70969.0,,,,,257.0,24374.0,0.009
41,Indonesia,279134505,IDN,2021-02-22,,,,,,63824.0,,,,,231.0,22648.0,0.008
42,Indonesia,279134505,IDN,2021-02-23,2059871.0,1269905.0,789966.0,,,57394.0,0.75,0.46,0.29,,208.0,21277.0,0.008
43,Indonesia,279134505,IDN,2021-02-24,2188788.0,1363138.0,825650.0,,128917.0,63074.0,0.79,0.49,0.3,,228.0,30457.0,0.011
44,Indonesia,279134505,IDN,2021-02-25,2315665.0,1461920.0,853745.0,,126877.0,75384.0,0.84,0.53,0.31,,273.0,42539.0,0.015
45,Indonesia,279134505,IDN,2021-02-26,2449451.0,1583581.0,865870.0,,133786.0,82443.0,0.89,0.57,0.31,,298.0,55638.0,0.02
46,Indonesia,279134505,IDN,2021-02-27,2598535.0,1616165.0,982370.0,,149084.0,91687.0,0.94,0.58,0.36,,332.0,56011.0,0.02
47,Indonesia,279134505,IDN,2021-02-28,2690163.0,1691724.0,998439.0,,91628.0,99865.0,0.97,0.61,0.36,,361.0,64623.0,0.023
48,Indonesia,279134505,IDN,2021-03-01,,,,,,118752.0,,,,,430.0,82180.0,0.03
49,Indonesia,279134505,IDN,2021-03-02,3023348.0,1968057.0,1055291.0,,,137640.0,1.09,0.71,0.38,,498.0,99736.0,0.036
50,Indonesia,279134505,IDN,2021-03-03,3386351.0,2286123.0,1100228.0,,363003.0,171080.0,1.23,0.83,0.4,,619.0,131855.0,0.048
51,Indonesia,279134505,IDN,2021-03-04,,,,,,163084.0,,,,,590.0,126850.0,0.046
52,Indonesia,279134505,IDN,2021-03-05,3528152.0,2413615.0,1114537.0,,,154100.0,1.28,0.87,0.4,,558.0,118576.0,0.043
53,Indonesia,279134505,IDN,2021-03-06,,,,,,168116.0,,,,,608.0,147860.0,0.054
54,Indonesia,279134505,IDN,2021-03-07,4022544.0,2888757.0,1133787.0,,,190340.0,1.46,1.05,0.41,,689.0,171005.0,0.062
55,Indonesia,279134505,IDN,2021-03-08,,,,,,205352.0,,,,,743.0,183930.0,0.067
56,Indonesia,279134505,IDN,2021-03-09,,,,,,220364.0,,,,,797.0,196856.0,0.071
57,Indonesia,279134505,IDN,2021-03-10,4837576.0,3574698.0,1262878.0,,,207318.0,1.75,1.29,0.46,,750.0,184082.0,0.067
58,Indonesia,279134505,IDN,2021-03-11,4991674.0,3696059.0,1295615.0,,154098.0,219203.0,1.81,1.34,0.47,,793.0,192313.0,0.07
59,Indonesia,279134505,IDN,2021-03-12,5108536.0,3769174.0,1339362.0,,116862.0,225769.0,1.85,1.36,0.48,,817.0,193651.0,0.07
60,Indonesia,279134505,IDN,2021-03-13,5440432.0,3985596.0,1454836.0,,331896.0,237869.0,1.97,1.44,0.53,,861.0,190630.0,0.069
61,Indonesia,279134505,IDN,2021-03-14,5480346.0,4020124.0,1460222.0,,39914.0,208257.0,1.98,1.45,0.53,,754.0,161624.0,0.058
62,Indonesia,279134505,IDN,2021-03-15,5739648.0,4166862.0,1572786.0,,259302.0,206490.0,2.08,1.51,0.57,,747.0,149923.0,0.054
63,Indonesia,279134505,IDN,2021-03-16,6185700.0,4468951.0,1716749.0,,446052.0,231400.0,2.24,1.62,0.62,,837.0,160414.0,0.058
64,Indonesia,279134505,IDN,2021-03-17,6581388.0,4705248.0,1876140.0,,395688.0,249116.0,2.38,1.7,0.68,,901.0,161507.0,0.058
65,Indonesia,279134505,IDN,2021-03-18,6787283.0,4838752.0,1948531.0,,205895.0,256516.0,2.46,1.75,0.71,,928.0,163242.0,0.059
66,Indonesia,279134505,IDN,2021-03-19,7027463.0,4959063.0,2068400.0,,240180.0,274132.0,2.54,1.79,0.75,,992.0,169984.0,0.062
67,Indonesia,279134505,IDN,2021-03-20,7346148.0,5124948.0,2221200.0,,318685.0,272245.0,2.66,1.85,0.8,,985.0,162765.0,0.059
68,Indonesia,279134505,IDN,2021-03-21,7835357.0,5533379.0,2301978.0,,489209.0,336430.0,2.84,2.0,0.83,,1217.0,216179.0,0.078
69,Indonesia,279134505,IDN,2021-03-22,7879881.0,5567280.0,2312601.0,,44524.0,305748.0,2.85,2.01,0.84,,1106.0,200060.0,0.072
70,Indonesia,279134505,IDN,2021-03-23,8226632.0,5732210.0,2494422.0,,346751.0,291562.0,2.98,2.07,0.9,,1055.0,180466.0,0.065
71,Indonesia,279134505,IDN,2021-03-24,8687796.0,5978251.0,2709545.0,,461164.0,300915.0,3.14,2.16,0.98,,1089.0,181858.0,0.066
72,Indonesia,279134505,IDN,2021-03-25,9330853.0,6389837.0,2941016.0,,643057.0,363367.0,3.38,2.31,1.06,,1315.0,221584.0,0.08
73,Indonesia,279134505,IDN,2021-03-26,10117812.0,6969201.0,3148611.0,,786959.0,441478.0,3.66,2.52,1.14,,1597.0,287163.0,0.104
74,Indonesia,279134505,IDN,2021-03-27,10412824.0,7179014.0,3233810.0,,295012.0,438097.0,3.77,2.6,1.17,,1585.0,293438.0,0.106
75,Indonesia,279134505,IDN,2021-03-28,10489657.0,7243202.0,3246455.0,,76833.0,379186.0,3.8,2.62,1.17,,1372.0,244260.0,0.088
76,Indonesia,279134505,IDN,2021-03-29,10707915.0,7394421.0,3313494.0,,218258.0,404005.0,3.87,2.68,1.2,,1462.0,261020.0,0.094
77,Indonesia,279134505,IDN,2021-03-30,11229846.0,7729582.0,3500264.0,,521931.0,429031.0,4.06,2.8,1.27,,1552.0,285339.0,0.103
78,Indonesia,279134505,IDN,2021-03-31,11805314.0,8095717.0,3709597.0,,575468.0,445360.0,4.27,2.93,1.34,,1612.0,302495.0,0.109
79,Indonesia,279134505,IDN,2021-04-01,12200266.0,8349475.0,3850791.0,,394952.0,409916.0,4.41,3.02,1.39,,1483.0,279948.0,0.101
80,Indonesia,279134505,IDN,2021-04-02,12286155.0,8418589.0,3867566.0,,85889.0,309763.0,4.45,3.05,1.4,,1121.0,207055.0,0.075
81,Indonesia,279134505,IDN,2021-04-03,12485291.0,8533422.0,3951869.0,,199136.0,296067.0,4.52,3.09,1.43,,1071.0,193487.0,0.07
82,Indonesia,279134505,IDN,2021-04-04,12643583.0,8629182.0,4014401.0,,158292.0,307704.0,4.58,3.12,1.45,,1113.0,197997.0,0.072
83,Indonesia,279134505,IDN,2021-04-05,13046407.0,8838081.0,4208326.0,,402824.0,334070.0,4.72,3.2,1.52,,1209.0,206237.0,0.075
84,Indonesia,279134505,IDN,2021-04-06,13353717.0,8975366.0,4378351.0,,307310.0,303410.0,4.83,3.25,1.58,,1098.0,177969.0,0.064
85,Indonesia,279134505,IDN,2021-04-07,13735337.0,9187757.0,4547580.0,,381620.0,275718.0,4.97,3.32,1.65,,998.0,156006.0,0.056
86,Indonesia,279134505,IDN,2021-04-08,13975000.0,9309809.0,4665191.0,,239663.0,253533.0,5.06,3.37,1.69,,917.0,137191.0,0.05
87,Indonesia,279134505,IDN,2021-04-09,14727509.0,9784278.0,4943231.0,,752509.0,348765.0,5.33,3.54,1.79,,1262.0,195098.0,0.071
88,Indonesia,279134505,IDN,2021-04-10,15005957.0,9955433.0,5050524.0,,278448.0,360095.0,5.43,3.6,1.83,,1303.0,203144.0,0.074
89,Indonesia,279134505,IDN,2021-04-11,15145565.0,10045575.0,5099990.0,,139608.0,357426.0,5.48,3.63,1.85,,1293.0,202342.0,0.073
90,Indonesia,279134505,IDN,2021-04-12,15572530.0,10261791.0,5310739.0,,426965.0,360875.0,5.63,3.71,1.92,,1306.0,203387.0,0.074
91,Indonesia,279134505,IDN,2021-04-13,15805960.0,10373963.0,5431997.0,,233430.0,350320.0,5.72,3.75,1.97,,1268.0,199800.0,0.072
92,Indonesia,279134505,IDN,2021-04-14,16046363.0,10477506.0,5568857.0,,240403.0,330147.0,5.81,3.79,2.02,,1195.0,184250.0,0.067
93,Indonesia,279134505,IDN,2021-04-15,16309777.0,10596373.0,5713404.0,,263414.0,333540.0,5.9,3.83,2.07,,1207.0,183795.0,0.067
94,Indonesia,279134505,IDN,2021-04-16,16526130.0,10706184.0,5819946.0,,216353.0,256946.0,5.98,3.87,2.11,,930.0,131701.0,0.048
95,Indonesia,279134505,IDN,2021-04-17,16690960.0,10801244.0,5889716.0,,164830.0,240715.0,6.04,3.91,2.13,,871.0,120830.0,0.044
96,Indonesia,279134505,IDN,2021-04-18,16739340.0,10828419.0,5910921.0,,48380.0,227682.0,6.06,3.92,2.14,,824.0,111835.0,0.04
97,Indonesia,279134505,IDN,2021-04-19,17017666.0,10966934.0,6050732.0,,278326.0,206448.0,6.16,3.97,2.19,,747.0,100735.0,0.036
98,Indonesia,279134505,IDN,2021-04-20,17233178.0,11101291.0,6131887.0,,215512.0,203888.0,6.24,4.02,2.22,,738.0,103904.0,0.038
99,Indonesia,279134505,IDN,2021-04-21,17591216.0,11269213.0,6322003.0,,358038.0,220693.0,6.37,4.08,2.29,,799.0,113101.0,0.041
100,Indonesia,279134505,IDN,2021-04-22,17920908.0,11432711.0,6488197.0,,329692.0,230162.0,6.48,4.14,2.35,,833.0,119477.0,0.043
101,Indonesia,279134505,IDN,2021-04-23,18265027.0,11587879.0,6677148.0,,344119.0,248414.0,6.61,4.19,2.42,,899.0,125956.0,0.046
102,Indonesia,279134505,IDN,2021-04-24,18484179.0,11699585.0,6784594.0,,219152.0,256174.0,6.69,4.23,2.45,,927.0,128334.0,0.046
103,Indonesia,279134505,IDN,2021-04-25,18556227.0,11733923.0,6822304.0,,72048.0,259555.0,6.71,4.25,2.47,,939.0,129358.0,0.047
104,Indonesia,279134505,IDN,2021-04-26,18842883.0,11844579.0,6998304.0,,286656.0,260745.0,6.82,4.29,2.53,,943.0,125378.0,0.045
105,Indonesia,279134505,IDN,2021-04-27,19159802.0,11981034.0,7178768.0,,316919.0,275232.0,6.93,4.34,2.6,,996.0,125678.0,0.045
106,Indonesia,279134505,IDN,2021-04-28,19487346.0,12112888.0,7374458.0,,327544.0,270876.0,7.05,4.38,2.67,,980.0,120525.0,0.044
107,Indonesia,279134505,IDN,2021-04-29,19847136.0,12280765.0,7566371.0,,359790.0,275175.0,7.18,4.44,2.74,,996.0,121151.0,0.044
108,Indonesia,279134505,IDN,2021-04-30,20015745.0,12385886.0,7629859.0,,168609.0,250103.0,7.24,4.48,2.76,,905.0,114001.0,0.041
109,Indonesia,279134505,IDN,2021-05-01,20110846.0,12443263.0,7667583.0,,95101.0,232381.0,7.28,4.5,2.77,,841.0,106240.0,0.038
110,Indonesia,279134505,IDN,2021-05-02,20135649.0,12457164.0,7678485.0,,24803.0,225632.0,7.29,4.51,2.78,,816.0,103320.0,0.037
111,Indonesia,279134505,IDN,2021-05-03,20372568.0,12545372.0,7827196.0,,236919.0,218526.0,7.37,4.54,2.83,,791.0,100113.0,0.036
112,Indonesia,279134505,IDN,2021-05-04,20653919.0,12672864.0,7981055.0,,281351.0,213445.0,7.47,4.59,2.89,,772.0,98833.0,0.036
113,Indonesia,279134505,IDN,2021-05-05,20984828.0,12832886.0,8151942.0,,330909.0,213926.0,7.59,4.64,2.95,,774.0,102857.0,0.037
114,Indonesia,279134505,IDN,2021-05-06,21313654.0,12995710.0,8317944.0,,328826.0,209503.0,7.71,4.7,3.01,,758.0,102135.0,0.037
115,Indonesia,279134505,IDN,2021-05-07,21592945.0,13136686.0,8456259.0,,279291.0,225314.0,7.81,4.75,3.06,,815.0,107257.0,0.039
116,Indonesia,279134505,IDN,2021-05-08,21868276.0,13284422.0,8583854.0,,275331.0,251061.0,7.91,4.81,3.11,,908.0,120166.0,0.043
117,Indonesia,279134505,IDN,2021-05-09,21975503.0,13340957.0,8634546.0,,107227.0,262836.0,7.95,4.83,3.12,,951.0,126256.0,0.046
118,Indonesia,279134505,IDN,2021-05-10,22230343.0,13475087.0,8755256.0,,254840.0,265396.0,8.04,4.88,3.17,,960.0,132816.0,0.048
119,Indonesia,279134505,IDN,2021-05-11,22485737.0,13615313.0,8870424.0,,255394.0,261688.0,8.14,4.93,3.21,,947.0,134636.0,0.049
120,Indonesia,279134505,IDN,2021-05-12,22586588.0,13678323.0,8908265.0,,100851.0,228823.0,8.17,4.95,3.22,,828.0,120777.0,0.044
121,Indonesia,279134505,IDN,2021-05-13,22615110.0,13695553.0,8919557.0,,28522.0,185922.0,8.18,4.96,3.23,,673.0,99978.0,0.036
122,Indonesia,279134505,IDN,2021-05-14,22620824.0,13699393.0,8921431.0,,5714.0,146840.0,8.19,4.96,3.23,,531.0,80387.0,0.029
123,Indonesia,279134505,IDN,2021-05-15,22675927.0,13721627.0,8954300.0,,55103.0,115379.0,8.21,4.97,3.24,,417.0,62458.0,0.023
124,Indonesia,279134505,IDN,2021-05-16,22708311.0,13737596.0,8970715.0,,32384.0,104687.0,8.22,4.97,3.25,,379.0,56663.0,0.021
125,Indonesia,279134505,IDN,2021-05-17,22870037.0,13803055.0,9066982.0,,161726.0,91385.0,8.28,4.99,3.28,,331.0,46853.0,0.017
126,Indonesia,279134505,IDN,2021-05-18,23199575.0,13951975.0,9247600.0,,329538.0,101977.0,8.39,5.05,3.35,,369.0,48095.0,0.017
127,Indonesia,279134505,IDN,2021-05-19,23466389.0,14099754.0,9366635.0,,266814.0,125686.0,8.49,5.1,3.39,,455.0,60204.0,0.022
128,Indonesia,279134505,IDN,2021-05-20,23905335.0,14369233.0,9536102.0,,438946.0,184318.0,8.65,5.2,3.45,,667.0,96240.0,0.035
129,Indonesia,279134505,IDN,2021-05-21,24317577.0,14606331.0,9711246.0,,412242.0,242393.0,8.8,5.29,3.51,,877.0,129563.0,0.047
130,Indonesia,279134505,IDN,2021-05-22,24641165.0,14815666.0,9825499.0,,323588.0,280748.0,8.92,5.36,3.56,,1016.0,156291.0,0.057
131,Indonesia,279134505,IDN,2021-05-23,24762597.0,14890933.0,9871664.0,,121432.0,293469.0,8.96,5.39,3.57,,1062.0,164762.0,0.06
132,Indonesia,279134505,IDN,2021-05-24,24816571.0,14919589.0,9896982.0,,53974.0,278076.0,8.98,5.4,3.58,,1006.0,159505.0,0.058
133,Indonesia,279134505,IDN,2021-05-25,25455786.0,15330306.0,10125480.0,,639215.0,322316.0,9.21,5.55,3.66,,1166.0,196904.0,0.071
134,Indonesia,279134505,IDN,2021-05-26,25760831.0,15535998.0,10224833.0,,305045.0,327777.0,9.32,5.62,3.7,,1186.0,205178.0,0.074
135,Indonesia,279134505,IDN,2021-05-27,26063579.0,15703583.0,10359996.0,,302748.0,308321.0,9.43,5.68,3.75,,1116.0,190621.0,0.069
136,Indonesia,279134505,IDN,2021-05-28,26487346.0,16000947.0,10486399.0,,423767.0,309967.0,9.58,5.79,3.79,,1122.0,199231.0,0.072
137,Indonesia,279134505,IDN,2021-05-29,26758625.0,16203829.0,10554796.0,,271279.0,302494.0,9.68,5.86,3.82,,1095.0,198309.0,0.072
138,Indonesia,279134505,IDN,2021-05-30,26889189.0,16304700.0,10584489.0,,130564.0,303799.0,9.73,5.9,3.83,,1099.0,201967.0,0.073
139,Indonesia,279134505,IDN,2021-05-31,27045507.0,16413672.0,10631835.0,,156318.0,318419.0,9.79,5.94,3.85,,1152.0,213440.0,0.077
140,Indonesia,279134505,IDN,2021-06-01,27308881.0,16594581.0,10714300.0,,263374.0,264728.0,9.88,6.0,3.88,,958.0,180611.0,0.065
141,Indonesia,279134505,IDN,2021-06-02,27619247.0,16766263.0,10852984.0,,310366.0,265488.0,9.99,6.07,3.93,,961.0,175752.0,0.064
142,Indonesia,279134505,IDN,2021-06-03,28027750.0,17042850.0,10984900.0,,408503.0,280596.0,10.14,6.17,3.97,,1015.0,191324.0,0.069
143,Indonesia,279134505,IDN,2021-06-04,28347058.0,17291504.0,11055554.0,,319308.0,265673.0,10.26,6.26,4.0,,961.0,184365.0,0.067
144,Indonesia,279134505,IDN,2021-06-05,28702933.0,17581464.0,11121469.0,,355875.0,277758.0,10.39,6.36,4.02,,1005.0,196805.0,0.071
145,Indonesia,279134505,IDN,2021-06-06,28770360.0,17643603.0,11126757.0,,67427.0,268739.0,10.41,6.38,4.03,,972.0,191272.0,0.069
146,Indonesia,279134505,IDN,2021-06-07,28972987.0,17775918.0,11197069.0,,202627.0,275354.0,10.48,6.43,4.05,,996.0,194607.0,0.07
147,Indonesia,279134505,IDN,2021-06-08,29616507.0,18260482.0,11356025.0,,643520.0,329661.0,10.72,6.61,4.11,,1193.0,237986.0,0.086
148,Indonesia,279134505,IDN,2021-06-09,30155028.0,18718769.0,11436259.0,,538521.0,362254.0,10.91,6.77,4.14,,1311.0,278929.0,0.101
149,Indonesia,279134505,IDN,2021-06-10,30700350.0,19211433.0,11488917.0,,545322.0,381800.0,11.11,6.95,4.16,,1382.0,309798.0,0.112
150,Indonesia,279134505,IDN,2021-06-11,31195606.0,19669968.0,11525638.0,,495256.0,406935.0,11.29,7.12,4.17,,1472.0,339781.0,0.123
151,Indonesia,279134505,IDN,2021-06-12,31603325.0,20044187.0,11559138.0,,407719.0,414342.0,11.44,7.25,4.18,,1499.0,351818.0,0.127
152,Indonesia,279134505,IDN,2021-06-13,31727380.0,20158937.0,11568443.0,,124055.0,422431.0,11.48,7.29,4.19,,1529.0,359333.0,0.13
153,Indonesia,279134505,IDN,2021-06-14,32039910.0,20424048.0,11615862.0,,312530.0,438132.0,11.59,7.39,4.2,,1585.0,378304.0,0.137
154,Indonesia,279134505,IDN,2021-06-15,32603744.0,20904723.0,11699021.0,,563834.0,426748.0,11.8,7.56,4.23,,1544.0,377749.0,0.137
155,Indonesia,279134505,IDN,2021-06-16,33264392.0,21448774.0,11815618.0,,660648.0,444195.0,12.04,7.76,4.28,,1607.0,390001.0,0.141
156,Indonesia,279134505,IDN,2021-06-17,33962386.0,21999256.0,11963130.0,,697994.0,466005.0,12.29,7.96,4.33,,1686.0,398260.0,0.144
157,Indonesia,279134505,IDN,2021-06-18,34551233.0,22455167.0,12096066.0,,588847.0,479375.0,12.5,8.13,4.38,,1735.0,397886.0,0.144
158,Indonesia,279134505,IDN,2021-06-19,35086248.0,22873342.0,12212906.0,,535015.0,497560.0,12.7,8.28,4.42,,1800.0,404165.0,0.146
159,Indonesia,279134505,IDN,2021-06-20,35283078.0,23043372.0,12239706.0,,196830.0,507957.0,12.77,8.34,4.43,,1838.0,412062.0,0.149
160,Indonesia,279134505,IDN,2021-06-21,35586159.0,23265773.0,12320386.0,,303081.0,506607.0,12.88,8.42,4.46,,1833.0,405961.0,0.147
161,Indonesia,279134505,IDN,2021-06-22,36304801.0,23789884.0,12514917.0,,718642.0,528722.0,13.14,8.61,4.53,,1913.0,412166.0,0.149
162,Indonesia,279134505,IDN,2021-06-23,36998897.0,24358856.0,12640041.0,,694096.0,533501.0,13.39,8.81,4.57,,1930.0,415726.0,0.15
163,Indonesia,279134505,IDN,2021-06-24,37699231.0,24929442.0,12769789.0,,700334.0,533835.0,13.64,9.02,4.62,,1932.0,418598.0,0.151
164,Indonesia,279134505,IDN,2021-06-25,38394659.0,25482036.0,12912623.0,,695428.0,549061.0,13.89,9.22,4.67,,1987.0,432410.0,0.156
165,Indonesia,279134505,IDN,2021-06-26,39050655.0,26032131.0,13018524.0,,655996.0,566344.0,14.13,9.42,4.71,,2049.0,451256.0,0.163
166,Indonesia,279134505,IDN,2021-06-27,40224794.0,27115763.0,13109031.0,,1174139.0,705959.0,14.56,9.81,4.74,,2554.0,581770.0,0.211
167,Indonesia,279134505,IDN,2021-06-28,40601932.0,27419898.0,13182034.0,,377138.0,716539.0,14.69,9.92,4.77,,2593.0,593446.0,0.215
168,Indonesia,279134505,IDN,2021-06-29,41634512.0,28304774.0,13329738.0,,1032580.0,761387.0,15.07,10.24,4.82,,2755.0,644984.0,0.233
169,Indonesia,279134505,IDN,2021-06-30,42744641.0,29279142.0,13465499.0,,1110129.0,820821.0,15.47,10.59,4.87,,2970.0,702898.0,0.254
170,Indonesia,279134505,IDN,2021-07-01,43808549.0,30184392.0,13624157.0,,1063908.0,872760.0,15.85,10.92,4.93,,3158.0,750707.0,0.272
171,Indonesia,279134505,IDN,2021-07-02,44661928.0,30891821.0,13770107.0,,853379.0,895324.0,16.16,11.18,4.98,,3240.0,772826.0,0.28
172,Indonesia,279134505,IDN,2021-07-03,45495972.0,31573240.0,13922732.0,,834044.0,920760.0,16.46,11.42,5.04,,3332.0,791587.0,0.286
173,Indonesia,279134505,IDN,2021-07-04,46043309.0,32063745.0,13979564.0,,547337.0,831216.0,16.66,11.6,5.06,,3008.0,706855.0,0.256
174,Indonesia,279134505,IDN,2021-07-05,46338202.0,32302268.0,14035934.0,,294893.0,819467.0,16.77,11.69,5.08,,2965.0,697481.0,0.252
175,Indonesia,279134505,IDN,2021-07-06,47444009.0,33176029.0,14267980.0,,1105807.0,829928.0,17.17,12.0,5.16,,3003.0,695894.0,0.252
176,Indonesia,279134505,IDN,2021-07-07,48483610.0,34039797.0,14443813.0,,1039601.0,819853.0,17.54,12.32,5.23,,2967.0,680094.0,0.246
177,Indonesia,279134505,IDN,2021-07-08,49483188.0,34860686.0,14622502.0,,999578.0,810663.0,17.91,12.61,5.29,,2933.0,668042.0,0.242
178,Indonesia,279134505,IDN,2021-07-09,50644144.0,35775567.0,14868577.0,,1160956.0,854602.0,18.33,12.95,5.38,,3092.0,697678.0,0.252
179,Indonesia,279134505,IDN,2021-07-10,51162406.0,36193076.0,14969330.0,,518262.0,809491.0,18.51,13.1,5.42,,2929.0,659977.0,0.239
180,Indonesia,279134505,IDN,2021-07-11,51278367.0,36267019.0,15011348.0,,115961.0,747865.0,18.55,13.12,5.43,,2706.0,600468.0,0.217
181,Indonesia,279134505,IDN,2021-07-12,51404659.0,36368191.0,15036468.0,,126292.0,723780.0,18.6,13.16,5.44,,2619.0,580846.0,0.21
182,Indonesia,279134505,IDN,2021-07-13,52105605.0,36914607.0,15190998.0,,700946.0,665942.0,18.85,13.36,5.5,,2410.0,534083.0,0.193
183,Indonesia,279134505,IDN,2021-07-14,54520987.0,38909433.0,15611554.0,,2415382.0,862482.0,19.73,14.08,5.65,,3121.0,695662.0,0.252
184,Indonesia,279134505,IDN,2021-07-15,55438248.0,39628149.0,15810099.0,,917261.0,850723.0,20.06,14.34,5.72,,3078.0,681066.0,0.246
